country,code,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Netherlands Antilles,ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037456,2700368,2660064,5063648,5422720,4327184,3565072,5503328,5276160,5221200,4884112,5111280,282128,2114128,5609584,5712176,5506992,5510656,5781792,5730496,5972320,6723440,6466960,6617184,4558016,5814768,0,0,0,0,0,0,0
New Caledonia,NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219840,282128,472656,399376,520288,699824,1165152,1066224,740128,589904,861040,886688,564256,619216,1099200,1231104,1509568,1472928,1839328,1557200,2392592,2418240,1703760,2597567.989,2780708.557,2527922.273,2388421.986,2138971.982,1541284.548,1639871.973,1998603.398,1390323.97,1261785.967,1151197.673,1202153.098,1450955.322,1400821.967,1454487.951,1501238.798,1639517.015,1576833.354,1757972.17,1574749.379,1827525.832,1970397.401,2064254.104,2185103.058,1818656.92,1810016,2055504,2221574.602,1877678.695,2393410.988,2726657.229,2516109.929,2809044.239,2705993.145,2928010.193,2849010.99,2933245.305,3557216.739,3540085.508,3637860.052,3844546.949,4872097.569,4735681.32,5311777.569,5498769.337,5756542.418
New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355408,505632,655856,736464,828064,926992,1058896,1128512,1179808,1238432,1363008,1311712,1421632,1491248,1502240,1542544,1608496,1623152,1769712,1875968,2022528,2176416,2440224,2740672,3041120,3169360,3433168,3539424,3861856,4085360,4151312,4264896,4902432,4609312,4862128,4213600,5081968,4931744,5038000,4616640,4543360,4129328,3557744,3499120,3561408,3836208,3990096,4089024,4272224,4495728,4715568,4895104,4865792,4239248,3539424,3546752,3982768,4151312,4176960,4382144,4246576,4462752,4759536,5001360,5096624,5371424,5470352,5620576,5532640,5452032,5503328,5609584,8570096,8170720,9321216,8551776,9068400,9394496,9676624,10306832,10182256,10319229.59,11531775.86,11755131.28,11198292.43,12216527.84,13091956.4,13685285.76,14000271.81,13626781.53,13473102.39,14257048.97,14179986.1,15049012.39,16189614.84,18200372.39,18760019.73,18270361.36,19248578.78,20313483.11,18024093.65,16494506.63,17478953.87,16561067.74,18270340.09,17998197.26,19336739.06,21858112.13,22946139.13,24165424.44,25449496.37,25453356.21,25455158.74,26119576.05,28113937.1,27708312.04,27889168.01,28010629.64,29305531.92,31301441.81,29896486.56,31487605.66,32298326.1,34476037.13,34658316.38,36375398.91,35960981.25,37593129.74,37485799.68,36576838.95,37593153.13,34772291.62,34996793.91,34313734.37,35985816.83,35310372.98,35622222.07,35838890,34259982.02,36023726.25,34765784.37
Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,3664,7328,3664,7328,7328,7328,190528,201520,274800,285792,315104,392048,377392,417696,600896,479835.4205,531161.1364,560443.4205,659341.7046,842511.9887,948738.2728,780164.5569,959641.125,1080493.693,1230687.977,1285618.261,1402806.83,1505428.546,1604356.546,1827563.386,1948297.091,1926550.818,2222174.596,2833110.386,2627461.636,1709257.019,2022342.737,2134853.661,2110701.763,1996687.733,1846033.702,1984835.672,2255541.641,2430983.61,2240025.58,1468316.563,2043946.221,1987890.276,2373649.38,2283404.376,2517878.283,2754848.654,2847363.338,3113601.56,3391860.87,3598419.934,3721060.927,3922036.795,3990829.143,4335264.84,4378262.48,4269732.954,4417826.092,4550435.12,4365255.308,4444847.127,4468989.508,4805314.531,4545175.726,4351436.013,4597978.075,5250170.075,5510314.075,5496383.576,5571396.83
Niger,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,21984,29312,54960,65952,87936,95264,91600,135508.5682,131814.8523,161126.8523,190438.8523,216057.1364,230713.1364,252697.1364,329462.8409,289366.8523,333364.5682,333070.1351,365840.8498,416778.6773,479014.279,570173.9924,683795.0503,745878.1575,961841.1376,990947.8522,994398.4435,898947.0253,997659.9962,987026.1686,1038157.94,602623.284,569633.5437,528661.071,601938.6375,579920.43,561599.3603,642171.7889,645817.4684,697109.3606,682406.0576,692684.8432,651637.03,694793.0095,753385.2888,808238.3127,708477.4791,686275.6403,716879.6687,803056.4115,962301.2417,1169165.027,1322364.726,1753856.649,1891079.686,2049399.551,2020487.451,2009495.451,2227644.703,2319109.209
Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18320,65952,223504,399376,370064,487312,571584,304112,472656,542272,644864,875696,967296,967296,930656,937984,883024,677840,633872,699824,696160,787760,978288,974624,820736,835392,989280,1242096,1363008,1656128,1381328,1637808,1560864,1637808,1483920,2257024,1685440,2180080,2436560,2572128,2696704,3011808,3184016,3722624,3564567.348,3403173.269,4109551.921,4174998.75,5343636.455,7266700.22,11750128.83,12893237.49,12824484.4,6625858.159,12099903.88,21519958.73,32251517.26,41387602.44,49532347.52,62235494.88,47351672.84,55189580.27,50504644.49,48222926.59,70185587.23,68035183.66,65810502.95,65393573.45,59705247.48,69405881.57,69635960.36,73192174.56,59024430.8,70421346.07,42119386.9,38857203.74,41929119.59,46265139.96,44813398.41,34933751.06,33417174.92,36788179.74,41009555.91,37745307.82,39586842.32,78823061.08,86717489.3,94304748.22,100008578.9,98685849.13,105757139.9,97809442.31,94269141.02,94771973.95,74884862.78,112929565.1,130187610.4,117055847.2,122046266.7,127807680.8,113506240.1,117832512.8,122778700.4,127294192.9
Niue,NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,7328,7328,7328,7328,7328,7328,7328,7328,7328,7328,7328,7328,7328,3664,3664,3664,3664,3664,7328,3664,3664,7328,7328,7328,10992,7328,7328,7523.161758,7730.685801
North Korea,PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65952,73280,73280,1403312,1780704,780432,996608,890352,1736736,4788848,7346320,8965808,11292448,15637952,19865749,23788438.35,26426607.5,30687393.76,32826545.73,35618186.85,44222120.61,47599912.59,52392038.29,59268979.98,64079366.89,73476316.83,107453013.8,89504899.41,97325340.43,101611507.3,107623753.9,110030862.6,113665181.6,108212925.2,110262988.3,114082190.1,114394943.9,116892097.1,125163144.1,134661631,144284694,156835292.9,175618657.8,200808130.9,213071519.1,122399984.2,117226618.2,102962593.6,94868526.31,86719499.02,81259917.74,71637892.43,65158254.58,58768831.61,64099406.64,69166025.84,71664978.95,68642901.97,70136521.22,71721986.95,74918735.1,76172819.24,63479217.21,70328125.79,53565336.56,50023675.1,36184443.12,37565968.08,27014619.52,30544223.17,24620715.81,27466621.38,28545131.21,30218558.64
Norway,NOR,139232,150224,150224,164880,234496,256480,304112,304112,267472,326096,333424,428688,370064,362736,479984,472656,520288,619216,633872,553264,630208,611888,655856,659520,817072,1025920,905008,1220112,1088208,1143168,1249424,1293392,1414304,1524224,1560864,1784368,1744064,1681776,1945584,2220384,2077488,2414576,2465872,2462208,2905552,3059440,3125392,3385536,3385536,4048720,4154976,3894832,4242912,4239248,4158640,4147648,4224592,4781520,5715840,5763472,5939344,6078576,6877328,6917632,7709056,8449184,7895920,3495456,4451760,5290816,5301808,3374544,6481616,6793056,7727376,7595472,6360704,8533456,8452848,9519072,8727648,8086448,8643376,9178320,9486096,9782880,10442400,11761440,10479040,12516224,6510928,4814496,4627632,5444704,4880448,4012080,7075184,10629264,10984672,10409424,8434528,9478768,9687616,9786544,9885472,11417024,11955632,11362064,11189856,11808159.75,13086806.6,13335483.15,14060390.55,14965279.68,16170319.66,16389921.93,19540070.46,19304237.24,21113688.64,22193766.31,27978745.47,27166198.77,29395352.64,30492277.26,27705799.84,30635980.88,33387171.03,33382476.89,32713820.41,34738555.54,31898393.7,31943179.99,31063440.76,32120800.21,34011983.58,32495726.03,35030477.89,33458848.3,35880393.26,34443192.03,35323020.61,33817521.86,34736969.42,36223814.79,38087343.64,38703817.71,41823619.84,41920471.65,42210776.13,42962396.6,42515267.73,43866845.31,42984033.12,44323467.57,44645632.34,43951201.38,44496296.37,46239051.2,45382090.86,43890566.53,46229180.17,45511880.2,45022176.22,44946636.42,44890497.36,45303548.48,44462503.32,43702228.42,44326316.08
Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,25648,29312,135568,161216,234496,234496,2092144,2088480,2110464,2333968,7251056,8320944,8500480,7789664,7716384,6041936,6012624,5730496,7525856,8053472,8618546.115,9824880.116,9401796.079,10516575.88,9985697.063,11222419.04,11593717.46,11892984.74,13224732.72,15053452.37,15718768.49,14882680.65,15248125.44,16299839.78,20557944.82,21534501.05,20105932.91,25234363.72,32027485.08,27591208.25,29466596.18,39046377.3,43633291.37,42110654.44,40514556.82,46750085.53,53263158.23,58690643.68,61120768.29,60409785.02,64542585.91,62660215.1,63668298.02,67291079.94
Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751120,776768,857376,1216448,6349712,7840960,8280640,8427200,8559104,8819248,10449728,10797808,12124176,9921033.29,11926436.95,12349571.54,13569882.05,15600216.28,16038960.92,16829590.47,17125745.4,18175904.05,20841789.57,20213411.15,20504406.63,19440705.42,18903048.57,20008479.21,21387398.09,23187848.46,22788525.12,24319874.35,26050555.89,28134454.42,31931550.82,34232832.19,37189621.16,40022188.51,42557326.11,46813545.96,49058621.36,52988504.26,57607377.22,60316616.01,67828443.96,67477879.52,72015057.81,77176571.49,84019317.22,83615082.6,93537454.9,93787563.89,96742049.12,99390438.89,105418374.2,107126191.9,112903645,117490717.4,129959474.6,134756236.6,143726755.4,155844165.9,155356244.9,155219048.8,165829204.5,167973521,166329832,171064977.7,178535199.2,184501555.6,196664151.7,211512375.3,223540399.2
Palau,PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,10992,14656,14656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197856,197856,197856,197856,197856,197856,197856,197856,208848,216176,212512,212512,216176,219840,227168,252816,205184,197856,208848,216176,216176,219840,223504,223504,223504,229456.4336,235785.9169
Palestine,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861040,883024,916000,934320,967296,945312,1036912,864704,1461936,1366672,1659792,1348352,1154160,1278736,2194736,2740672,2264352,2322976,2051840,2088480,2033520,2246032,2198400,2436560,2835936,3004480,3231648,3184742.817,3209516.649
Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,25648,516624,553264,718144,714480,633872,710816,633872,762112,926992,992557.6932,996162.2614,1102418.261,1190294.83,1182907.398,1241590.83,1527204.534,1655532.364,1695689.102,2018209.061,2051126.818,2201083.375,2600310.796,2798196.511,3237222.762,3017531.341,3659206.796,3606743.57,3455443.493,2834603.522,3180815.857,3107614.034,3322708.954,3278524.903,3479672.303,2867351.27,2613275.895,2734754.535,3179552.95,2914665.1,2510273.178,2746184.349,3222343.53,4225948.691,3899604.724,4291964.566,2939611.43,4575024.117,5593265.013,5889738.581,5610305.775,5717008.827,6939908.472,5807264.595,6075664.84,5711685.099,6741087.172,7367063.045,7196306.196,7313601.033,8419354.569,9072715.588,9952209.68,9767596.117,11366032.68,10855822.26,10876992.72,10462960.72,10412843.35,10938202.16
Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54960,62288,84272,95264,95264,128240,128240,146560,146560,161216,179536,201520,197856,256480,267472,304112,340752,436016,501968,556928,692496,824400,1267744,1344688,1586512,1531552,1571856,1579184,1674448,1795360,1828336,1930928,1945584,2007872,2044512,2125120,2062832,2333968,2198400,2033520,2154432,2169088,2191072,2191072,2180080,2059168,2187408,2575792,2861584,2443888,2663728,3206000,3484464,3942464,4484736,4382144,4305200,6115216,4792512,5089296,4660608,5224932.039,4975712,5155178.964,5770800,7375583.482,7430592,7587512.596,7837881.635
Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62288,47632,102592,120912,183200,190528,197856,212512,241824,304052.5682,304052.5682,362676.5682,391988.5682,410308.5682,432262.8523,549481.1364,512841.1364,487252.5682,589814.8523,520139.4205,743435.4091,633475.3228,713785.4659,867474.7784,951111.3273,836603.8665,1030120.503,1153266.477,1453932.684,1325652.772,1485766.318,1383442.285,1362649.886,1408255.797,1490293.824,1547905.517,1655113.218,1877394.552,2144716.45,2224450.225,2135640,2103445,2579939,2914101,3404286,3937149,3718801,4127971,4383911,4375923,3606132,3695507,3857264,4031488,4061307,3779891,3908692,4041562,4277954,4531500,5021793,5198721,5173218.656,5172147,5458230,6051014,7153755.463,7171117.738,7431206.239
Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,7328,7328,7328,7328,10992,47632,65952,47632,40304,40304,40304,40304,87936,161216,245488,238160,98928,212512,278464,351744,428688,798752,1212784,1509568,1330032,1505904,1458272,1571856,1542544,1886960,1963904,2004208,1945584,1982224,2147104,2447552,2953184,2978832,3616368,4785184,4733888,4682592,5378752,7082512,5624240,4499392,4107344,6661152,6749088,7166784,7404944,8800928,8005840,5851408,5298144,5250512,6041936,6576880,6455968,6269104,5767136,5910032,6386352,6631840,4543360,4774192,5188224,5514320,6236128,6126208,6313072,6675808,7375632,7215732.443,8164620.388,8633641.012,9959592.989,10223164.36,12252781.53,11951529.95,13241052.39,13640338.05,14486632.9,15285267.14,17765822.81,18592609.97,18152216.78,19732093.19,21335102.26,21939663.58,22410253.46,23302798.27,22416853.14,22218624.34,24062683.94,24019315.9,23589973.65,20382245.41,20619016.02,19439888.35,21753313.72,25664246.95,24985802.4,21731919.93,20952537.36,20174656.97,20310886.18,23478460.38,23119347.97,23682214.52,24184027.4,27245605.59,27572017.58,29146761.41,30078244.64,26928671.66,26930571.41,26104601.06,31555544.64,36733010.36,28262708.79,34523638.33,40669284.61,51207261.1,57150543.51,48958754.41,54155845.19,45655338.56,50178241.31,51510232.09,56317300.36,52672906.37,55531425.33
Philippines,PHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,18320,54960,51296,36640,3664,7328,18320,54960,51296,10992,29312,58624,102592,69616,76944,76944,84272,84272,51296,40304,80608,69616,87936,80608,87936,76944,87936,98928,120912,120912,157552,84272,113584,91600,0,0,0,14656,113584,197856,216176,318768,3605376,3554080,4052384,4034064,5331120,6617184,6254448,6730768,7562496,7226130.125,8325062.682,8712523.752,10335915.22,11471814.65,12822820.31,13964649.47,16104100.22,18208879.54,22222781.15,22829459.92,24751416.6,27551672.46,26409366.22,31501324.82,30492319.23,32482444.77,35066231.41,36676137.21,37380247.93,38031020.21,36868560.1,34528213.8,34838527.8,35239074.98,30831283.88,27899133.24,29024736.88,32495770.78,37484704.96,38906538.47,41349483.26,43471186.42,48293773.29,48929190.41,54123344.79,59948780.1,61253681.58,70062609.86,68252959.29,68176687.42,72346390.37,70304527.66,70155084.13,70214684.86,72770813.59,73271293.81,66521913.38,70764075.09,77299922.14,76492543.76,82951249.78,83743606.98,88406848,95869497.07,101969908.1,114245309,119298280.9,131023970.3,135069056.9
Poland,POL,3202336,3458816,4129328,4316192,4777856,5620576,6316736,6716112,7705392,7111824,7485552,7668752,8804592,10054016,11219168,12420960,12153488,13292992,15117664,15612304,16663872,18972192,20631984,22350400,24497504,24057824,24589104,23134496,24332624,26487056,26347824,26230576,27245504,29927552,31202624,32598608,33430336,33675824,37501040,40516512,41864864,45342000,43095968,45334672,46093120,48991344,52724960,55091904,59844112,61917936,63306592,66897312,65490336,68487488,69381504,74884832,78691728,87195872,93021632,95535136,94545856,99602176,110934928,116207424,97004400,94743712,108776832,120882688,101525776,2729680,76379744,74947120,71770432,52549088,47837184,48075344,48130304,60668512,62892560,72693760,56568496,54828096,41978448,43205888,45217424,46151744,49900016,56341328,59943040,51900560,167246944,164803056,181613488,197786384,189040416,59459392,104599872,91552368,88932608,105435264,112133056,122143104,128053136,139206352,147582256,154217760,166433536,178700608,176755024,189660131.4,199577072.8,207235406.4,216607175.5,230998833.1,242880479.8,246980861.9,252430992.1,259025458.1,275801011.7,293365307.7,304143397.9,312880813,329506376.9,335589959.1,346236580.5,374780086,398118733.6,417954962.8,430870058.8,441308627.3,463329077.9,408996956.3,420970430.4,421023768.8,432467362.1,444507860.6,451848670.3,463732638.9,444229968.6,422175098,376951585.4,374267544.4,364675414.9,365099955.3,360694048.1,362422340.7,376441302.6,367762168.5,338536092.8,328849401.4,318202800.3,314595630.6,306695773,319443401.5,323602301.3,322496690.1,335599484.2,335553862.9,328765632.9,315341366.7,333460722.3,333011410.7,325517486.5,321272745.6,308798724.4,312372751.9,323050363.7,336591062.6,343537966.6
Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,36640,520288,725472,531280,1168816,1146832,670512,641200,707152,879360,890352,1084544,1139504,1201792,1113856,1231104,1267744,1366672,1571856,1678112,1740400,1692768,1513232,1777040,1696432,1729408,1817344,2081152,2143440,2465872,2388928,2619760,2520832,2579456,2520832,2898224,3162032,3143712,3195008,3249968,3143712,3653008,3858192,3374544,3085088,2989824,1656128,1095536,2158096,2103136,2147104,2960512,2678384,3030128,3121728,3136384,3631024,3993760,3968112,4323520,3920480,3389200,3997424,4096352,4378480,4129328,4931744,4118336,4752208,3898496,3781248,3026464,2942192,3246304,3337904,3891168,5543632,5254176,5521648,5620576,5397072,5353104,5932016,5792784,6463296,7166784,7786000,7558832,7979695.773,8213508.307,9078034.012,9289892.262,10011581.4,11007418.97,11582456.77,11835094.48,12391606.46,12992353.88,14592806.63,15236481.79,16375699.6,18307327.19,19945098.22,20644966.49,21275271.21,22325840.92,22605062.36,22584895.94,24855749.21,26773666.21,27000662.1,29000085.77,29901855.51,28794035.36,27129903.99,30221393.6,31198632.68,32567863.08,40822552.48,45630691.03,47246401.91,51515571.66,50129971.96,50883218.97,54853952.73,52158640.5,55176863.95,59668858.34,67300158.93,66128011.34,65760352.38,69604383.88,64487447.3,67274775.87,69554147.76,64828542.4,62329036.85,59974963.59,57139321.25,52936811.46,51736723.04,49914742.21,48113176.58,47983889.07,52175757.21,50375097.68,54664640.43,50925391.94
Puerto Rico,PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260144,351744,388384,194192,366400,608224,417696,505632,311440,168544,183200,175872,161216,190528,6133536,6269104,6287424,6272768,6683136,7075184,7166575.989,7561455.943,9144303.943,10775407.98,12457183.98,10478534.83,10947378.25,10374896.08,9916028.72,10519004.81,14342441.52,13081691.33,12840683.57,12334908.99,11242560.57,12298032.57,12377808.12,13266982.32,11470526.29,11897660.84,14292369.7,11743657.28,17645271.08,26996553.72,30984977.04,30704373.94,31717141.22,32203755.92,37393526.97,32271043.34,31271087.54,34566164.7,41214521.24,40701935.77,41299356.96,42710329.98,50690079.09,63196167.43,62899446.85,64257096.11,68596891.43,71919911.52,79647573.21,93219388.35,84152477.83,105975902.4,105785407.6,102205679.6,108362445.9,105622894.6
Reunion,REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,29312,32976,21984,36640,40304,47632,58624,62288,69616,73280,84272,91600,113584,124576,150224,179536,212512,216176,223504,318768,329760,348080,384720,425024,483648,630208,648528,718144,916000,813408,784096,864704,901344,996608,992944,1077216,1172480,1344688,1388656,1102864,1363008,1538880,1439952,1623152,1762384,1941920,2231376,2517168,2568464,2857920,3037456,3015472,2975168,3004480,3444160,3620032,3858192,3942464,4100016,4165968,4268560,4246576,4096352,4169632,0,0,0,0
